#indo
*Indo-European
+Proto-Indo- European	*oynos / *sem	*duwō	*treyes	*kwetwores	*penkwe	*sweks	*septṃ	*oktō	*newṇ 	*dekṃ
Landuma	tin	marã	masas	mãkele	t’amat	t’ãtin	t’ãtumarã	t’ãtumasas	t’ãtumakele	pu
!Temne	-in	-rəŋ	-sàs	p-àŋlὲ	tàmath	dùkin	dὲrəŋ	dὲsàs	dὲŋàŋlὲ	tɔ̀fɔt
Bom	mɔ̀ɣ	bâ	táát	kèɣ	tàn	tòfáá	sààmbà	fáámá	bólámɔ̄ɣ	ìwùm
N Bullom (Mmani)	m̄ul	tɪŋ	ra	ñɔl	m̄ən	mən-bul	mənə-tɔŋ	mənə-ra	mən-ñɔl	wāŋ
S Bullom (Sherbro)	bul	tɪŋ	ræ	hyɔl	mɛn	mɛn-bul	mɛn-tɪŋ	mɛn-ra	mɛn-hyɔl	wāŋ
!Kisi	-pilɛ	-mun	-ña	-holu	-ŋwenu	-ŋwom-pum	-ŋwom–mew	-ŋwom-maa	-ŋwom-maholu	tɔ
Krim	yìmɔ	yìɣɪn	yìɣa	yìhìɔ́n	yìnwɛn	nwɛn-mɔ	nwɛn-ɣɪn	nwɛn-ɣa	nwɛn-hìɔ́n	wāŋ
**North Central
*3Kru
Aizi	mũmɔ̃	iši	ita	jeûl	jugbo	fɔ	friši	patɛ	fi	bɔ
Kuwaa	dee	sɔ̃ɔ̃	tãã̀ 	ñìjὲ	wààjò	folὲ	kɔ̃ lɔ̃ 	kwatãã̀ 	kõjĩ̀jɛ̃̀ 	kuwa
Seme (Siamou)	dyɔ	nĩ	tyar	yŭro	kwẽ	kpaa	kyii	prɛ	kal	fu
*4Eastern
Bakwe	lo	so	ta	hyĩ	hwu	hwukrolo	hwuso	hwuta	wunyĩ	epu
Wané	lo	so	ta	hyĩ	hwu	hwukrolo	hwuso	wuta	wunyĩ	ebu
!Bete Guiberoua	ɓʊ̀lʊ̀	sɔ́	tā	mʊ̀ʌ̀nā	n̄gbí	n̄gbʊ̍pʊ̍lʊ̍	n̄gbıˈsó	gbʊ̀ʌ́tā	n̄gbi' [4]	kʊ̄gbʌ̍
…Daloa	ɓʊ̀lʊ̀	so̍	tá	mʊ̀nà	n' gbí	ńgbʊ́pʊ́lʊ́	ńgbíso̍	ńgbɔ̍tá	ńgbí[4]	kúgbíá
Godie	ɓo²lo¹	sɔɔ¹	taa²	mʊʊ³nʌ²	ʌ̃³gbɪ-²	[5] plɪ-²	ʌ̃³gbɔɔ²³sɔ¹	ʌ̃³gbaa²³tʌ²	pɛɛ³nʌ²	kʊ¹gbʌ²
Dida Vata	Blɔ̀	sɔ̍	tā	mʊ̀ɔ̀nā	gbıˈ	gbıˈflɔ́	gbʊ̀ɔ́sɔ́	gbɔ̍ fɔ́ta̍	ēnūgbíènō	kʊ́gbá
…Yocoboué 	mblò	mɔ̀sɔ́	mɔ̀tā	mɔ̀ɔ̀nā	ǹgbī	ǹgbʊfřʊ	ǹgbɔ̀ɔ́sɔ́	ǹgbátā	ǹvɔ̀ɔ̀nā	kʊ́gbā
…Neyo	ɓōló	sɔ́	tāā	mɔ̀nā	gbɪ́	[5]flɔ́	gbásɔ́	gbátā	fɛ̄nā	kʊ́gbá
…Kodia	bolõ	so	ta	mona	ngbe	ngbeblo	ngbaso	nbata	pena	koba
*5Western
Basa	dòò	sɔ̃	tã	hĩiñɛ	hm̀m̀	bedo	besã	beta	behyĩ	blabwe
Dewoin	gbò	sɔ̃	tã̀	ñìὲ	m̀m̄	mὲlegbō	mὲlēslɔ̃̀ 	mὲlēã́ 	mὲle̍ñìɛ	èvù
Gbe	do	sõ	tã	hyĩ	hm	hmledo	hmleso	hmletã	hmlehyĩ	belabue
Oubi	dō	hw´˜ 	tã́	h´˜ 	gbə̀	hṹ dò	hṹ sɔ́	mɛra	ḿέñὲ	pue
KTJ	do	hwĩ	ta	hã	hũ	wuno-do	wuno-[2]	menehĩ	iledo	po
Tepowi (Kruman)	do²	ho̧¹	ta²	hɛ̧³	Mm²¹	hwono³	nɛpata	nɛpaho̧ 	sɛrɛdo	pu³
Grebo	dȯ	sɔ̃	tã	hɛ̃	hmu	hmunɛdo	hmunɛsɔ̃	m’leta	sīe̍dō	pūnɔ́dō
Kru (Klao)	dòò	sʊ̃́ 	tã¯ã¯ 	ñĩὲ	mùù	ŋmìὲdò	ŋmìὲsɔ̃́	ŋmìὲtã¯ 	sɛpáádō	pūɛ̄
Konobo (E Krahn)	dʊ		lãã	ñiɛ	mm		mɛɛɔ̃	mɛla		buwɛ
Guere (S. We)	dòò	sɔ̃̍ɔ̃̍ 	tã¯ã¯ 	ñīɛ̄	m̄ḿ	mɛ̃̄ ɛ̃́´õ¯ 	mɛ̃ñ sɔ˜' 	mɛ˜¯ã́	mɛ̃ñ́ɛ˜' 	bùùè
Nyabwa	dʊ̀	sɔ̃́ 	tã¯ 	ñīɛ̄	mùu̍	mɛ̃ɛ' lʊ̀	mɛ̃ɛ' sɔ˜¯ 	mɛ̃ɛ' tã¯ 	mɛ nīɛ̄	bùè
Wobé	to⁴o⁵	sɔ̃ɔ̃²	tãã̧³	nyɛ̧³	ṃ⁴ṃ2	mɛ⁴ɛ1o⁴	mɛ⁴¹sɔ̃²	mɛ⁴¹na³	me⁴1nyɛ³	puue⁴
*3Dogon
Dogon	túru	lὲy	tà:nu	này	nùmɔnɔ	kúloy	sɔ̀y	gágara	tùɔ	ṕέlu
*3Gur (Voltaic)
*4Bariba
Bariba (Bargu)	tiya	yìru	yìtaa	nnɛ	nnɔbu	nɔbatiya	nɔbayiru	nɔbayitaa	nɔbannɛ	wakuru
*4Kulango-Lorhon
Kulango	taa	bila	sã	nã	to	torofiri-ta	torofiri-nyõ	torofiri-sã	torofiri-nã	nunnu
Lorhon (Tèèn)	tánɪ	njo:r̃	sã:r̃	na	tɔ	tɔ’tánɪ	tɔ’njo:r̃	tɔ’sã:r̃	’támbal	’gbɔ́ruwɔ
*4Senufo-Tusya
Toussian)	nankɛ	nini	tãna	nyea	kola	kenugu	kwɛni	kwɛntã	kweryã	gbam
Senari	nenkẽ	šüni	tãre	šikyɛr	kaguro	gbani	gbarsüni	kezɛme	nenkœnnaʔ	kɛ
Nafana (Palera)	nunu	shiin	taarɛ	jijirɛ	kunɔ	kɔɔnanu	kɔɔnashin	kɔɔnatarɛ	kɔɔnajirɛ	kɛ
Palaka	wunigbã	wushyĩ	wutãre	wurik yere	wapa	wokoronu	wokoro-shyĩ	wokoro-tãre	wokoro-kyere	okere
Karaboro	nōni	šin	tār	tihyɛr	bwɔ	klɔn	klɔšin	kɔ-tar	wodefir	sinkil
Viemo	duunde	niini	saasi	juumi	kwɛge	kõnuura	kõniise	juumicɔ niini	kõmedifɛrɔ	koomo
Wara	puwo	bo	tĩ´ 	naaso	susu	sinepo	sineto	sintĩ	sinnaaso	kãsá
Natioro	puwolo	indi	tã	naa	susu	zaba	tendi	nãganãga	kawom	pua
Suppire	nìŋkìn	shùùnnì	tàànrè	sìcyὲὲrè	kaŋkuro	baa-nì	baa-shùùnnì	baa-tàànrè	baa-rìcyὲὲrè	kɛ
Mianka (Mamara)	nini	šyũni	tãre	šišyɛrɛ	kaguro	gbani	gbaršyũ	id gbatãre	gbaršišyɛrɛ	kɛ
Dyimini 	nugbã	shyĩ	tãre	tigyere	kãguru go	korholo-nu	korho-shyĩ	korho-tãre	korho-gyere	ke
Tagbana	nono	shĩ	tãrã	tikyere	kõgunõ	nulu	nashĩ	natãre	nakyere	ke
*4Central
*5Kurumfe-Oti-Volta
Kurumfe	ndom	ɪhĩĩ	ɪtãã	ɪnãã	ɪnɔm	ɪhʊrʊ	ɪpE˜ɛ̃	ɪtɔɔ	ɪfa	fɪ
Bwamu	dòn	ñún	tĩ¯ n	nāà	hònú	hèzĩ` n	hē¯ūn	hètĩ¯ n	dènú	pírù
*6Buli-Koma
Buli	wanyi	baye	bata	banaansi	banu	bayuebi	bayuepoi	naaning	neuk	num
*6E Oti-Volta
Bieri	calem			na:s	num	hãdoa			ẃέy	pwig
Wama	ǹyōn	ǹyɛ̃nnī	ǹtáārī	nàāsì	nùn	kpānàn	bērén	nɛ˜¯ í	wɛ̄í	píīkā
Tayari (Nateni)	macõ		-ta:r	nahe	nun	kwɛ	yɛhi		wɛy	pita
Tamari	lemu	len	tãti	naa	num	kwa	yege	nni	nwɛ	ya piita
*6W Oti-Volta
Notre (Boulba)	yombo		-tã	nna:si	nnu	npway		ni:	nwa	pia
Gurenne	-yemena	-yi	-ta	-naase	-nuu	-yoobe	-yopoe	-nii	-wæ
Frafra	yenɛ	yi’i	ta’an	naahe	nuu	yoobe	yopoe	nii	wae	pia
!Mossi (More)	iémbō	iī:bú	tã̀:bō	nā:sē	nū:	iō:bē	iō:pūè	nī:	uē:	pí:gá
Dagaare (Dagara)	bòn yéní	-yé	-tà	-nádɪ	-nù	-yʊ̀ɔ́	-yʊ̀ɔ́pṍɪ̃́ 	-nìì	-wáɪ̀	píé
Kusal	adakɔ̃	ayi	atã	anaasɪ	anu	ayɔɔbʊk	ayɔpɔɪ	anii	awaɪ	pii
Nabte	ayeni		-ta	anase	anu:				awai	pu
Talne	ayen			anas	anu				awai	pig
Mampruli	n-dam	-yi	-ta	-naa-si	-nu	yoobu	yopoi	-nii	-wee	pii-a
Dagbani (Dagomba)	ndam	-yi	-ta	-nahi	-nu	-yobu	-yopoỹ 	-nii	-wey	-pia
Hanga	yinni	ayi	ata	anaasi	anu	ayoobu	ayapoi	anii	awai	piiya
*6Gurma-Yom
Kasele	m’ba	nle	nta:	nɪna:	nŋmo	nloobe	nlole	ŋnyii	nẃέ	pwi
Basari (Ntcham)	-bɔ́	-lí	-ta	-nàà	-ŋmòò	-lùù	-ʔlùlí	-nìì	-wɔ́	ʔsààláá
Konkomba	nba	nlè	ntā	n’nà	nŋmɔ̀	nlu	nlɔlē	n’nein	n wei	kipwi
Dye	sõ			nâ	imu			ni:	iwɛ	pik
Gangam	nɪ̀lὲ	nìlé	nìtá	nnà	ńnù	nɪ́lúwò	nɪ̀lélé	nnî:	nɪ̀wὲ	píl
…Gando	ba	i lɛ	i ta	i nâ	i mu	i lob	i lolɛ	i nii	i wɛ	pik
Gurma	n lè	nlé	nta	nna	nmu	nluoba	n lele	nni	n-ya	ka piga
Moba	yèn	ŋánlé	ŋánta	ŋáná	ŋámù	ŋánlwɔ́b’	ŋánlûlî	ŋáni:´ 	ŋányɛ̄	pík
Yom (Pila)	nyìmə́m̀	mìlî	mə̄tá	mə́nîə̄sə̄	mə̀nɔ̀	mə̀lòò	məli	mə̀lə́kpāsā	nyiɣə̀mkpáśɣá	sēɣā
Naudem	mìj́έn	mìrɛ̂ʔ	mìtǎʔ	mìná:	mìnù:	mìrò:ndé	mìlìblé	mìnì:ndé	mìwêʔ	kíʔré
*5Doghose-Gurunsi
Doghose	tikpo	inyõ	isãa	inyĩ	iwãa	wãa ne kpo	wãa ne nyõ	wãa ne sãa	wãa ne nyĩ	gbune
Gan (Kaansa)	tigpo	enyo	essã	enye	emwĩ	maŋgpo	manyo	mansã	pogonko	pogo
Kasem	dɪ̀dwǎ	ǹlè	ǹtɔ̀	ǹnā	ǹnū	ǹdʊ̃̃̀̀	m̀pwὲ	nānā	nʊ̌gʊ	fúgə
Nuni	kabala	balya	betwu	banna	banu	baradu	balfa	churi	nua	fih
Lyele	nēdo	bie	bēto	bená	benú	baridó	baripe	nanā	nebo	fige
Siti	bilikpõ	are	shyoro	nãso	nue	nue-mbele	nye-ãre	nye-shyoro	nue-nãso	nãsikye
Winye	-dò	-nὲ	-tɔ̀	-nã́	-ŋwõ̀	-gò	-pyὲ	-pɔ̀ɔ	ƚὲbì	fũ´
Sisala	diaŋ	lia	tori	nɛsɛ	nɔŋ	du	pɛ	churi	nibe	fii
Tampulma	bɛgam	alɛ	atʋra	ana:sɛ	anu:
Vagala	kpe	nɛɛ	horo	naazu	nue	numbɛl	niidaanɛɛ	ŋmantaanaazi	kabɛl	fi
Degha (Mo)	kpe	nĩ	tolo	nãre	nume	mbele	nnĩ	ntolo	nnãre	fi
Kabre	kʊ́Íʊ́m	nàálɛ	nàátozo	nàánásá	nàáníwá	lóÍo	lʊ̀bɛ	lìtozo	nàkʊ	híw
Lamba	kʊ́Íʊ́m	náwʊ́lɛ	nawʊ́sʊ́to	náwúnásá	nínúwá	lóÍo	náwʊ́sínawsʊto	násínásá	nákoye	híkú
Tem	kuÍʋmʋʋ	natɪlɛ	natɪdoozo	natɪnaaza	natʋnʋwa	loÍo	lʋbɛ	lutoozo	keeniire	fuu
Kirma	diɛ	hãy	siɛ	nã	ndi	niediɛ	niehãy	niesɛ	nienã	kyinkyilo
Tyurama (Turka)	dena	hãl	siɛl	nuã	ndi	nanden	nœrœhãl	nœrœsiɛl	densə	nõsõ
Dyan	byel	yenyõ	yetenyi	yenã	dyima	molodũ	molonyõ	molo-tenyi	nenkpoƚtyibre	nenkpo
Lobi	bɪɛl	yẽy˜ ɔ	yẽther	yẽnã	yẽmɔɪ	maadõ	makõỹ ɔʔ	makõther	yʊɔr phebiri	yʊɔr
*3Adamawa-Ubangian
*4Adamawa
Kam	bɪmbini	ira	tšar	nar	ngwan	džɔʌp	džubira	sal	aŋjeza	buu
Longuda  	nakal	tsə̂r	kẃέ	njîr	nwá	kí-na̍pkẃέ	n̍jír-na̍pkẃέ	njı̍ı̍tə̀n	n̍jír-na̍pnwá	kɔ̀wə̀r
Fali	kpòlò	čúk	tà:n	ná:n	kɛ̃̀řɛ̃̀w	yìrá	jɔ̀rɔ́s	nàn nán	kʌ̀nt́έŋ	rá
*5Waja
Awak	dín	yɔ́rɔ́n	kunúŋ	ńná	twáát	kúún	bə́r	naarə́p	turgúp	kɔ́p
Dadia	wiǹ	yoo	taal	naal	nuu	nukuǹ	nəbəl‘	nááləb	tólkob	kob
Tula	wiǹ	rop	táa	naa	nu	nukuǹ	nibiǹ	náárəp	túrúkup	kwɔp
Waja	gel	rob	kurm	ni	nush	nokono	nipio	wuni	toro	guap
Cham (Dijim-Bwilim)	kwaan	sowo	bwanbí	gwár	nowo	nukún	nyiibi	naaro	wuru-wiin	kpó
*5Chamba
Chamba	wamiti	bara	tērā	nassa	tū́nā	tù´ nī	dutim	dutim kērōrō	kup	kupběri
Donga	nɪŋɪni	jira	tora	nara	nuna	nɔŋgwa	nɔŋsɪnna	daukət	ligɪt	kwop
Wom	nɪŋa	ira	tara	nara	nɔna	nɔngwoi	nɔn ira	fatfat	ja gɪnɪŋa	kop
*5Daka
Taram	noan	bara	tara	nara	tsŋona	kənoan	kɪmbara	dufwo	kpanoan	kum
Dirrim	nuan	bara	tara	nara	toona	tɪni	tum bara	dupo	kpânan	kum
Gandole	nuni	bara	tara	nasa	tuna	tuni	ditim	ditim kərərə	kum	kum kərərə
*5Duru
Doyãyo	gbu¹nu1	eeh¹re¹	taa¹re¹	na²so³	noo³ne²	noon³-gbu¹nu¹	noon³-eeh¹re¹	gẽẽ²se³	naa²nza¹³	kooh²ble³
Duru (Dii)	dáká	īlú	tã́ã́tó	nāātó	nónó	gúu	gūndiam	kāndárū	pa¯u	gú-ndēm
Kolbila	net niắ	ĭnŭ́	tōānŏ́́	naerrě	nŭnŭp	nŭngṓăss	nŭnĭnnū́ 	nuntōānŏ́́	nŭnáerě	kǒ
Kutin (Peere)	déə̀	īrō	tʌ̄ʌ̄ rə̄	nāārō	núúnō	nōndě	děm-ssărắ	dāgŏ́́	pumi	dóm-sārà
Kotopo  	wate	i-tɔ̍	tãto	nàto̍	nu̍ŋ	nùŋdè	dàgò	njã̀dàgò	dὲmsà	fɔ̂p
Sari (Saa)	nāká	-iru	tatu	daru	ssā	gu	kěnăgdaka	dakdaru
Sewe	gbunnu	ere	taare	naso	noone	non gunu	non ire	non tare	non n’aso	koble
Vere (Mom Jango)	muo	ituko	tariko	nariko	gbanara	bamburo	bantša	samsara	piti muzo	komna
*5Mumuye-Yendang
Mumuye 	goró	zit	tat	dneerò	mààń	màńgoó	náwàtat	náwàdneerò	núkòbmèègo	kop
Gengle	bini	kiri	kasat	kaîjat	kanɔŋ	[5] ti [1]	ɔgan njat ɔgasat	ɔgan njat ɔkanjat	ɔgan njat ɔkanuŋ	kup
Kumba	hundi	tiri	sa:t	na:t	nɔŋ	nogɛndi	nɔŋgitiri	nɔŋgisa:t	nɔŋzinjat	kɔp
Teme	bini	iri	tat	nat	gɪmʌŋ	gadɪbini	gɪnteni	gbɔlana	nokom mʌŋ bini	kop
Waka	bindi	ini	tat	nat	ginʌŋ	gatɪndi	gɪnatini	balanat	mɔkɔrombindi	kop
Yendang	bɪnti	ini	tat	nat	gɪnʌŋ	ga ɪndi	gɪna tini	gbɔlanat	nɔkɔmitat	kop
*5Mbum-Mundang
Galke (Ndai)	mbó	sírà	čāʔā	nàʔà	ndebi	a-čara	námmá	ʔàndòmbò	fwi	dyáma
Mangbai	bǒm	bati	bīssā́	bīnā́	bīsăpĕ́	bīgĭ´ llō	tárnăgā́	fōrnā́	wātsē´rnāfābābṓn	sṓdūm
Pam	bó	gaʔa	sāi	nài	də̄pē	ya	si’da	nɯmma	fo	dyéma
Tupuri	mbéu	sí’dì	sāi	nìŋ	ndēpē	yé			foi	bǒ
Mbum	sóŋ	dóà	mókón	nyàñ	ndìbì	jéì	jí ndôk mókón 	jí ndôk dóà	jí ndôk sóŋ	bòó
Kali (Kare)	mbéu	’dama	sāi	nāʔāi	ndīpī	sara	narsai	namma	foi	’dyáma
Lakka	ben	ssědě	sai	něng	dibi	tatógalo	tóndosai	tondasĕ́de	tondonben	bo
Mundang	vāŋnō	gōá	sāi	nài	dappē	yé	rĭn	náma	fu	jémma
Dama	mbó	gaʔa	sāi	nài	ndepeʔe	a-sara	naresai	anáma	foi	dyéʔma
Mono	nadolme	ga	saï	nai	děpĕ́
*5Yungur
Libo (Kaan)	wunšat	mə rap	mə tarɪm	mə kurun	mo wɔnɔn	mo wɔnlonu	mo wɔne rap	mo wɔne tarin	mo wɔne kurun	mo kutun
Mboi	fandi	fətši	tâagɪn	kurun	wɔnɔn	mintšɪke	budu	kurunkurun	wɔnakurun	bu
Yungur (Bena)	fini	fɪtə	tâkin	kurun	wɔnun	mɪndike	mbutu	kunkurun	wɔna	bu
Roba	fin	rap	taʕatin	kurun	wɔnɔn	mɪndike	mbutu	kurkurun	wɔna kurun	bu
*5Bambuka
Jen (Dza)	tauŋ	bɔ̂	wata	waŋja	bwahmə	hwi ɪtsuŋ	hwi vjuŋ	hwi ta	hwi nja	wa fwia
Munga (Leelau)	taɪŋ	na io	na tat	nan jia	nahmi	hwi ətšɔŋ	hwi a io	xanja xanja	hwi ɔŋ hwia	fuə
*5Bua
Bua	gullu	iri	eter· 	ipao	ilor· 	itar	ilwin	tuguna	lolor· 	kumu guli
Bolgo	bara	rete	teri	har	tiso	tipsi	tigren	orhor	diar	do
Day	ngōóng	dīí	tāà	ndāàg	sārì	sārì mɔ̀n	bīñām tāà	pārārā	bór sōng ré ngōóng	(bór sōng)
Koke	barak	lēdi	tēri	hār	tisó	dípsil	tiglén	horhor	jār	dog
Nielim	buru	ndiri	tyeri	niali	muni	taar	loño	toroneni	orasa	bolo
Fanya	lo kulu	liru	taro	naro	luñe	kaba	lune bi liu	ño bele	taba telo	teba
Gula	handay	hori	tar	nay	tiŋ	tiŋa	tiŋŋahori	jagoy	tiŋnay	tari
Kulaal (Gula Iro)	ţóŋ	rɔ̀k	tòòs	nòrõ̀	lú¯	lúénţóŋ	lúérɔ́k	sàkɔ́	sàkɔ́ línnòrõ̀	yíppà
Tunya	siri	ali	ta	na	luñ	tala	lulu	nana	oñri	kudu
*4Ubangian
*5Gbaya-Gbanzili
*6Gbaya
Gbaya	kpɔ́k	yíítoó	taar	náár	mɔɔrɔ́	mɔɔrɔ́-ɗoŋ-kpɔ́k	mɔɔrɔ́-ɗoŋ-[2]	mɔɔrɔ́-ɗoŋ-taar	mɔɔrɔ́-ɗoŋ-náár	ɓú
Ngbaka	kpó	bɔ̀à	tàlὲ	na̍lɛ̍	mɔ̀lɔ̍	gàzὲlὲ	gàzὲlὲ mbè kpó	ŋbὲɗὲɗὲ	mɔ̀lɔ̍ mbè na̍lɛ̍ 	ɓu̍
Manza	kpó	-bòà	tàrὲ	nārɛ̄	mɔ̀rɔ̄
*6Ngbandi
Ngbandi	kɔi	’śέ	tǎ	siɔ̍	’kɔ̄'	mana̍	mbára	miambe	gúmbaya	suí kɔi
!Sango	ɔ́kɔ	óse	otá	osió	ukú	omaná	mbásámbárá	miombe	ngombáyá	bale ɔ́kɔ
*6Sere
Feroge	níi	cwĩ	tä´ 	ndáa	wi	wínì	wícwì	wïtá	wïndä	kpúu
Indri	’buni	bìsí	bata	banda	vi	vi-ciki-ni	vi-ciki-si	vi-ciki-tá	vi-ciki-nda	dubíe
Ndogo	gbānje	so	táo	náo	vɔ	vɔ-nje-gbanje	vɔ-nje-so	vɔ-nje-táo	vɔ-nje-náo	mū’bi
Tagbu	nje	so	táo	náo	vu’o	vo-mbuti-nje	vo-mbuti-gbosü	vo-mbuti-táo	vo-mbuti-náo	moo’bì
Sere	nje	so	táo	náo	vo	vo-rombi-nje	vo-rombi-gbosü	vo-rombi-táo	vo-rombi-náo	mburu’bì
Bai	pǒk	jitū	tā	nār	mōrǒ	mōro dun pok	moro du jitu	morodum tar	moro dum nār	bua
Viri	ìlá	úkwààrì	ɔ́kɔ́trɔ́	ùkúwöɗi	ìnyí-gìlä	ìnyé-ethelá	ìnyé-éthé-kwàrè	ìnyé-éthé-kɔtrɔ	ìnyé-éthé-ukʊdyi	nyaro
Mangaya	níi	cwĩ	tä´ 	ndä	wi	wínì	wícwì	wïtá	wïndà	kpúu
Togoyo	nini	swī	tá	ndá	vi	vara’	ndak-tā’	saràm’	vɔ-ndā̀ 	dïm
Gbanzili
Mundu	’böröngbɔ	’bäsu	bata	bala	’buru-vi	moÍiya	lọrọzi	’bajena	mɛnɛwá	njɔkpa
Mayogo	binu	bisi	bata	bala	blufue	madia	mananika	madzina	kudupa-binu	dzupa
Bangba	biri	bosu	bata	bala	morove	malia	marasi	matchina	miniwa	djokwa
Gbanziri	kpoka	bisi	bwota	bwona	vwe	sita	silena	sana	vwe ne bona	njokpwa
Bwaka (Ngbaka Ma’bo)	kpwā	bisi	bata	byana	ve	sita	silănă	sena	vina	njokpwá
Monjombo	kpo	bisi	bala	bāna	vwe	sita	siena	sena	vwena	njokpwa
Baka	gpo’dé	bi’dé	mpata	mpana	poéëh
Bomasa	bodé	bidé	baïdé	bana	vué
Bayanga	bodé	bidé	pata	bana	pué	pué momona	[1] [6]	[2] [6]	[3] [6]	pabo
Ngombe	kpóodē	bí.dē	bàtà	bàānā	ɸúè
Gundi	podé	bidé	baïdé	bana	bué	podé	-bidé	-baïdé	-bana	djocpa
Banda
Banda	bari	biši	beta	banda	míndú	míndu-aman-bari	míndu-aman-biši	míndu-aman-beta	míndu-aman-banda	mʊrófʊ
Langbasi	bàlē	bīšì	vōtà	vòànṍ	mīndû
Mbanza	bàlē	bīsì	vātà	vànā	mīndú
Mbanja	bale̍	ɓıˈsi	vɔ̍ta	vana̍	mıˈndú	gazala	[5] maná [1]	ngbeɗeɗe	[8] maná [1]	ɓúfú
Gbi	bàlē	bīšì	vōtà	vànā	mīndû
Golo	mgbani	biši	beta	banda	zoane	siemgbari	sie-biši	sie-beta	sie-banda	nyifo
Zande
!Zande	sa	ue	biata	biama	bisue	bisue bati sa	bisue bati ue	bisue bati biata	bisue bati biama	báwe
Nzakara	kiri	iyu	ata	öru	išibé	išibé alikíri	išibé aliiyu	išibé aliata	išibé aliö´ ru	ngbó
Barambo	átsi	bwáì	batsì	hą́bwáì	bįnyatsì	[5]-mbùsù-àtsì	[5]-mbùirù-[2]	[5]-mbùirù-[3]	[5]-mbùirù-[4]	bíä´ zalì
Pambia	sóngodò	áváì	wátáì	(h)áváì	boinyatsi	[5]-ngabasibɛ-tsongodo	[5]-ngabasibɛ-vai	[5]-ngabasibɛ-watai	[5]-ngabasibɛ-havai	bezàrí
Amadi (Ma)	átyè	bwáè	bátyì	ą́bwaè	bíyácè	[5]-mbùsà-ácì	[5]-mbùìɽù-bwáè	[5]-mbùìɽù-bá·tyì	[5]-mbùìɽù-á¶ ·bwaè	bíy-ézàlì
**South Central
*3Ijo-Defaka
!Ijo	kɛnɪ́	maamʊ́	tàárʊ	nóín	sɔ́nrɔ́n	sòńdie	sɔ́nɔ́ma	níníni	isé	óí
…Kolokuma	kenis5	mamu1	táru2	nóin2	sóron2	sóndie2	sónoma2	níŋinì4	isé2	ói2
Kalabari	ingeí	maɪ́	tɪ́rέɪ́	íní	sɔ́nɔ́	sóníó	sɔ́nɔ́ma	níne	éséní	óyí
Nembe  	kíòì	mã́ɪ̃̀ 	tàrù	ìnèì	sɔ̀nɔ̀	sòndìò	sɔ̀nɔ́mà	nínèì	ìsẽ̀ĩ̀ 	òjì
*3Western
*4Nyo
*5Yi
Abure	oku	anyõ	nhnga	enã	enu	enkye	enkyõ	mokwe	pwarajhõ	obunõ
Eotile (Beti)	ɪ́kʊ̀	àmɔ̃́ 	àhã́	ã̀nὲ	ànú	àhɪ́ɛ̃́ 	àfà	ànὲmrõ̀ 	brúkú	èdí
!Akan (Twi)	ɛkó	abien’	abiêsá	anán	anúm	asiá	asón	awotwe	akrón	edú
Fante	kor	ebien	ebiasa	anan	enum	esia	esuon	awɔtwe	akron	du
Ashanti	baakṍ 	mmienṹ 	mmiensã́ 	ɛnnã́n	enṹm	ensĩá	ɛnsṍŋ	ɛŋwɔtwé	ɛŋkorṍŋ	edú
Abron	ekõ	enyõ	esã	enã	enũ	ensyĩ	ensõ	mokwe	enkunõ	edu
Baule	kũ	nñɔ̃	nsã	nnã	nnũ	nsyɛ̃	nso	mɔčwɛ	ngwlã	blu
Anyi (Afema)	ὲkʊ̃̀ 	ǹǹÁã̀	ǹǹsà	ǹǹã́ 	ǹǹṹ 	ǹǹsɥíá	ǹǹɥʊ́ʊ̀	mɔ̀čɥέ	ǹg-wã̀ǹnã́	búlú
…Brissa	ɛkõ	ɛnĩaõ	nsã	ɛnã	ɛnʊ	nsĩa	nsõ	mwɔtwe	ŋkona	buru
Chakosi (Anufo)	kũ` 	ñ´ ñò	ńsã̀	ǹná	ǹnú	ǹsɛ̃́ 	ǹsô	mɔ̀cẃέ	ŋ̀gɔ̀ná	búrù
Nzema	ekũ	nwo	nsã	nda	ndu	nsia	nsu	mbotwe	nkonla	ebru
Ahanta	okũ	awõ	asã	alã	enũ	eshẽ	esuã	awotwe	ahãna	bunu
Awutu	kwómjé	ǹñwɔ̃́ 	ɪ̀sã́	ǹná	ǹnũ´ !ũ´ 	isɛ̃́ !´	èsʷɔ̃́ʊ́	ìcwé!é	ìpã́n	í!dû
Chiripong	àkʊ́	ìnyɔ́	ɪ̀-sã́	ɪ̀-nɛ̂	ìnî	ìsĩ´ɛ̃̀ 	ìsúnɔ̍	ìtwî	ɪ̀-kpʊ́nɔ̍	ídû
…Lete (Larteh)	kɔ 51	ñɔ̌55	sã 55	nɛ̃ 51	nũ 51	sĩɛ̃ 51	sũ 55 nɔ̃33	cwi 51	kpũ55 nɔ̃33	du 51
Guang (Gonja)	à-kô	à-nyɔ́	à-sá	à-ná	à-nú	à-shé	à-shúnù	à-bùrùwá	à-kpánà	kù-dú
Nkonya	ɛ-kũ	a-pɔ̃	a-sa	a-nã	a-nũ	a-sie	sienɔ̃	i kwe	kweba	i-Íu
Nchumburu	kɔ	à-ñɔ	à-sa	à-na	à-nú	à-siye	à-sʊnʊ́	à-brùwa	à-kpanɔ	ku-du
